Index Number,Cycle Number,Experiment Number,MS Level,Total Ion Current,Scan Start Time (min),Selected Ion m/z
337,117,1,1,364580.8010568,4.093283333333,
338,117,2,2,26981.9962021321,4.11075,128.106709374307
339,117,3,2,7459.93130132126,4.1278,295.070399893661
340,118,1,1,353526.4424775,4.129783333333,
341,118,2,2,29607.8141545233,4.147216666667,142.122643490923
342,118,3,2,20218.579056609,4.16425,279.093397974547
343,119,1,1,362252.4781939,4.166266666667,
344,119,2,2,37658.0516412248,4.1837,170.15368986414
345,119,3,2,16057.0460881561,4.20075,273.205539024769
346,120,1,1,354230.2739275,4.202766666667,
347,120,2,2,26786.0306162902,4.2202,128.106815450853
348,120,3,2,18569.7063688143,4.237233333333,285.289377738304
349,121,1,1,359271.8422857,4.239266666667,
350,121,2,2,28745.3690023199,4.256683333333,142.122571959824
351,121,3,2,18951.1934466752,4.273733333333,279.093592280799
352,122,1,1,383840.118944,4.27575,
353,122,2,2,36965.8702273213,4.293183333333,170.153651140105
354,122,3,2,15646.1614284054,4.310233333333,273.205408473743
355,123,1,1,389060.9669792,4.312233333333,
356,123,2,2,26326.4702142773,4.329666666667,128.106615023571
357,123,3,2,20546.5528564945,4.3467,285.289469284159
358,124,1,1,382638.3061254,4.348716666667,
359,124,2,2,29111.0329263931,4.36615,142.122584744379
360,124,3,2,18630.4665092048,4.3832,279.093233044992
361,125,1,1,358992.6352842,4.385216666667,
362,125,2,2,37573.2856104433,4.40265,170.153920012981
363,125,3,2,22584.2255125721,4.419683333333,184.169314847108
364,126,1,1,379883.9658521,4.421716666667,
365,126,2,2,27323.1211852768,4.439166666667,128.106699475419
366,126,3,2,18903.0040686101,4.4562,285.289751388071
367,127,1,1,353590.5230808,4.458216666667,
368,127,2,2,31130.9592047057,4.47565,142.12250725696
369,127,3,2,17749.3177974997,4.4927,279.0932617335
370,128,1,1,353194.0096272,4.494716666667,
371,128,2,2,38227.9781055724,4.51215,170.153779244702
372,128,3,2,24752.4651662755,4.5292,256.156166929393
373,129,1,1,367512.1850608,4.531216666667,
374,129,2,2,27893.6843652925,4.548716666667,128.10651073659
375,129,3,2,18967.4653470959,4.565766666667,285.290062330951
376,130,1,1,362744.4309223,4.567783333333,
377,130,2,2,29586.3768623087,4.585233333333,142.122706921617
378,130,3,2,17927.6079808666,4.602266666667,279.093135136688
379,131,1,1,382023.7544298,4.604283333333,
380,131,2,2,39309.3960867882,4.621733333333,170.153683620938
381,131,3,2,15835.9720192617,4.638783333333,273.20564986399
382,132,1,1,375048.5564206,4.6408,
383,132,2,2,26687.6508992542,4.658233333333,128.106720855726
384,132,3,2,18037.8772558505,4.675283333333,285.289876508675
385,133,1,1,437232.7908988,4.677283333333,
386,133,2,2,30608.5532894315,4.694716666667,142.122263090978
387,133,3,2,151865.7538411,4.711766666667,298.203067761617
388,134,1,1,577101.0982625,4.7138,
389,134,2,2,38150.2574888581,4.731233333333,170.153595398497
390,134,3,2,21782.4212445658,4.748283333333,313.190709852914
391,135,1,1,467698.7438745,4.7503,
392,135,2,2,28118.5976096115,4.76775,128.106422442082
393,135,3,2,17071.3488322873,4.7848,279.093298960697
394,136,1,1,391912.6487063,4.786816666667,
395,136,2,2,31147.3688634974,4.804266666667,142.122355643641
396,136,3,2,18565.4389557492,4.8213,285.289702752729
397,137,1,1,379255.1010909,4.823316666667,
